frame_id,block_id,row,col,importance,motion,edge,selected_mode,rule_applied,x1,y1,x2,y2,feedback_score
25,r1c2,1,2,0.8625,0.9308,0.8332,detect,recent_detection_keep_alive,2560,720,3840,1440,1.0
25,r2c0,2,0,0.0402,0.1339,0.0,skip,default_skip,0,1440,1280,2160,0.0
25,r2c1,2,1,0.2404,0.2894,0.2193,skip,default_skip,1280,1440,2560,2160,0.0
25,r2c2,2,2,0.1737,0.4979,0.0348,skip,default_skip,2560,1440,3840,2160,0.0
26,r0c0,0,0,0.0121,0.0,0.0172,skip,default_skip,0,0,1280,720,0.0
26,r0c1,0,1,0.4382,0.3584,0.4724,detect,recent_detection_keep_alive,1280,0,2560,720,1.0
26,r0c2,0,2,0.5408,0.7979,0.4306,detect,recent_detection_keep_alive,2560,0,3840,720,1.0
26,r1c0,1,0,0.8914,1.0,0.8449,detect,recent_detection_keep_alive,0,720,1280,1440,1.0
26,r1c1,1,1,0.9418,0.806,1.0,detect,recent_detection_keep_alive,1280,720,2560,1440,1.0
26,r1c2,1,2,0.857,0.9407,0.8211,detect,recent_detection_keep_alive,2560,720,3840,1440,1.0
26,r2c0,2,0,0.0371,0.1237,0.0,skip,default_skip,0,1440,1280,2160,0.0
26,r2c1,2,1,0.2355,0.2716,0.2201,skip,default_skip,1280,1440,2560,2160,0.0
26,r2c2,2,2,0.1713,0.4929,0.0334,skip,default_skip,2560,1440,3840,2160,0.0
27,r0c0,0,0,0.0109,0.0,0.0156,skip,default_skip,0,0,1280,720,0.0
27,r0c1,0,1,0.4524,0.375,0.4855,detect,recent_detection_keep_alive,1280,0,2560,720,1.0
27,r0c2,0,2,0.5516,0.8237,0.435,detect,recent_detection_keep_alive,2560,0,3840,720,1.0
27,r1c0,1,0,0.8926,1.0,0.8465,detect,recent_detection_keep_alive,0,720,1280,1440,1.0
27,r1c1,1,1,0.9468,0.8225,1.0,detect,recent_detection_keep_alive,1280,720,2560,1440,1.0
27,r1c2,1,2,0.8642,0.97,0.8189,detect,recent_detection_keep_alive,2560,720,3840,1440,1.0
27,r2c0,2,0,0.0455,0.1518,0.0,skip,default_skip,0,1440,1280,2160,0.0
27,r2c1,2,1,0.2521,0.3263,0.2203,skip,default_skip,1280,1440,2560,2160,0.0
27,r2c2,2,2,0.1783,0.5305,0.0274,skip,default_skip,2560,1440,3840,2160,0.0
28,r0c0,0,0,0.0126,0.0,0.018,skip,default_skip,0,0,1280,720,0.0
28,r0c1,0,1,0.4496,0.3818,0.4786,detect,recent_detection_keep_alive,1280,0,2560,720,1.0
28,r0c2,0,2,0.5572,0.8319,0.4394,detect,recent_detection_keep_alive,2560,0,3840,720,1.0
28,r1c0,1,0,0.8896,1.0,0.8423,detect,recent_detection_keep_alive,0,720,1280,1440,1.0
28,r1c1,1,1,0.9432,0.8108,1.0,detect,recent_detection_keep_alive,1280,720,2560,1440,1.0
28,r1c2,1,2,0.8686,0.9619,0.8287,detect,recent_detection_keep_alive,2560,720,3840,1440,1.0
28,r2c0,2,0,0.0359,0.1196,0.0,skip,default_skip,0,1440,1280,2160,0.0
28,r2c1,2,1,0.24,0.2786,0.2235,skip,default_skip,1280,1440,2560,2160,0.0
28,r2c2,2,2,0.1757,0.5032,0.0354,skip,default_skip,2560,1440,3840,2160,0.0
29,r0c0,0,0,0.0117,0.0,0.0167,skip,default_skip,0,0,1280,720,0.0
29,r0c1,0,1,0.4487,0.3823,0.4772,detect,recent_detection_keep_alive,1280,0,2560,720,1.0
29,r0c2,0,2,0.5429,0.8052,0.4306,detect,recent_detection_keep_alive,2560,0,3840,720,1.0
29,r1c0,1,0,0.8846,1.0,0.8352,detect,recent_detection_keep_alive,0,720,1280,1440,1.0
29,r1c1,1,1,0.9439,0.813,1.0,detect,recent_detection_keep_alive,1280,720,2560,1440,1.0
29,r1c2,1,2,0.8608,0.9771,0.811,detect,recent_detection_keep_alive,2560,720,3840,1440,1.0
29,r2c0,2,0,0.0477,0.1592,0.0,skip,default_skip,0,1440,1280,2160,0.0
29,r2c1,2,1,0.2471,0.3053,0.2222,skip,default_skip,1280,1440,2560,2160,0.0
29,r2c2,2,2,0.1822,0.5438,0.0272,skip,default_skip,2560,1440,3840,2160,0.0
30,r0c0,0,0,0.0111,0.0,0.0159,skip,default_skip,0,0,1280,720,0.0
30,r0c1,0,1,0.4502,0.3892,0.4764,detect,recent_detection_keep_alive,1280,0,2560,720,1.0
30,r0c2,0,2,0.5602,0.8516,0.4353,detect,recent_detection_keep_alive,2560,0,3840,720,1.0
30,r1c0,1,0,0.8897,1.0,0.8424,detect,recent_detection_keep_alive,0,720,1280,1440,1.0
30,r1c1,1,1,0.9431,0.8104,1.0,detect,recent_detection_keep_alive,1280,720,2560,1440,1.0
30,r1c2,1,2,0.8582,0.9757,0.8078,detect,recent_detection_keep_alive,2560,720,3840,1440,1.0
30,r2c0,2,0,0.0431,0.1436,0.0,skip,default_skip,0,1440,1280,2160,0.0
30,r2c1,2,1,0.2461,0.2924,0.2262,skip,default_skip,1280,1440,2560,2160,0.0
